config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.4509,2.7124,2.9862,2.6246465631769507,2,2,4
2,2.3297,2.521,2.7192,2.406591899953465,0,1,1
3,2.4288,2.688,2.9579,2.590396545505096,0,2,2
4,2.6377,2.954,3.2858,2.9900216848939563,0,0,0
5,2.477,2.7496,3.0348,2.6748141108165027,1,2,3
6,2.5485,2.8289,3.1147,2.792957097336916,0,1,1
7,2.318,2.496,2.6761,2.3855495268087195,1,0,1
8,2.2081,2.3594,2.5125,2.238761045897535,2,2,4
9,2.3735,2.5878,2.8058,2.4787914970945097,0,0,0
10,2.5371,2.8216,3.113,2.78085940774968,1,2,3
11,2.2465,2.4093,2.575,2.2893031335688496,1,2,3
12,2.2909,2.4531,2.6176,2.34435540896238,1,1,2
13,2.5205,2.7881,3.0683,2.7340436315005614,0,2,2
14,2.4425,2.6664,2.8933,2.580003108608389,0,1,1
15,2.4388,2.6745,2.9227,2.5834245911402496,1,1,2
16,2.2348,2.3952,2.5585,2.2740207876995484,0,2,2
17,2.4872,2.7614,3.0441,2.6924796573205843,1,0,1
18,2.7203,3.0864,3.4716,3.2457320709655,1,2,3
19,2.2757,2.4584,2.65,2.332652921988228,1,2,3
20,2.4931,2.7322,2.975,2.664275098542417,1,2,3
21,2.1612,2.2734,2.3862,2.1754313482405845,0,0,0
22,2.306,2.4853,2.6719,2.3701048156105435,1,1,2
23,2.374,2.6053,2.8453,2.4902591197642274,2,2,4
24,2.408,2.6565,2.9112,2.5517807162988597,2,1,3
25,2.3173,2.5456,2.793,2.40819073916504,2,0,2
26,2.1832,2.3476,2.5263,2.2099512694849746,2,1,3
27,2.3136,2.5213,2.7396,2.393422863459932,0,0,0
28,2.6218,2.9152,3.2131,2.92463427308208,0,0,0
29,2.2878,2.4588,2.6303,2.344372199923957,1,1,2
30,2.4111,2.6434,2.8873,2.5420655505442764,1,2,3
31,2.5144,2.7998,3.0978,2.746602066071869,1,1,2
32,2.416,2.6582,2.9096,2.557400475273473,1,0,1
33,2.3708,2.5809,2.7965,2.4720953989866623,0,2,2
34,2.476,2.736,3.0027,2.6607550548474133,1,1,2
35,2.4715,2.7362,3.0109,2.658563647899125,0,0,0
36,2.2361,2.3982,2.5617,2.276329467029596,1,1,2
37,2.4753,2.7248,2.9796,2.649217828460656,0,2,2
38,2.3521,2.5572,2.7673,2.4441027729279385,1,1,2
39,2.5348,2.8159,3.104,2.772914372171776,0,1,1
40,2.3347,2.5414,2.7553,2.42153064406127,0,2,2
41,2.5909,2.901,3.2223,2.902715056791913,0,1,1
42,2.5296,2.8081,3.0972,2.7613297468726543,1,1,2
43,2.2663,2.4373,2.611,2.316990647613812,0,1,1
44,2.4785,2.7385,3.0157,2.6628476202319216,2,1,3
45,2.6036,2.9259,3.2608,2.9441449960858166,1,0,1
46,2.1141,2.2204,2.3276,2.1205426484077203,1,1,2
47,2.4941,2.7877,3.0988,2.7247438043684133,1,1,2
48,2.5153,2.7888,3.0777,2.733001210903528,1,0,1
49,2.4491,2.6921,2.9432,2.605180593254504,1,1,2
50,2.3981,2.6312,2.8717,2.5253107783196267,1,2,3
51,2.2528,2.4357,2.6275,2.303423173469855,1,0,1
52,2.386,2.5916,2.7949,2.49005818684802,0,1,1
53,2.4556,2.7126,2.977,2.627885452758285,1,0,1
54,2.4527,2.713,2.9833,2.6264764039789794,2,1,3
55,2.3404,2.5323,2.7224,2.4218131334155863,1,1,2
56,2.244,2.4125,2.5861,2.2877923499774115,0,2,2
57,2.2919,2.4862,2.6885,2.35869646504403,1,1,2
58,2.5736,2.867,3.1687,2.8495136274013126,1,1,2
59,2.3924,2.6075,2.8259,2.50492603104527,1,0,1
60,2.3073,2.4884,2.6696,2.373667647943859,0,1,1
61,2.5153,2.8228,3.1502,2.776262874249452,1,0,1
62,2.7051,3.0348,3.3715,3.127211823651681,1,1,2
63,2.18,2.3271,2.4843,2.202901858452206,1,1,2
64,2.3504,2.5519,2.7567,2.439986800054538,0,1,1
65,2.4138,2.6461,2.8882,2.546129794335776,1,2,3
66,2.4786,2.7572,3.0462,2.68419658705214,1,0,1
67,2.2348,2.3825,2.5318,2.270364338423661,1,0,1
68,2.3939,2.6148,2.8376,2.5113636310674763,1,2,3
69,2.1567,2.3177,2.4881,2.1769329060502773,1,1,2
70,2.345,2.5418,2.7397,2.430507366675425,1,1,2
71,2.2186,2.3791,2.5441,2.2538084886542507,1,2,3
72,2.4592,2.685,2.9108,2.605060706802025,1,1,2
73,2.2567,2.4533,2.6582,2.3136494073260967,0,2,2
74,2.2085,2.3713,2.5434,2.2414057355416603,0,2,2
75,2.4143,2.6334,2.8563,2.537485614895838,1,1,2
76,2.3934,2.6231,2.8604,2.51618088391739,0,1,1
77,2.3429,2.5401,2.7408,2.4275933329683044,1,1,2
78,2.5059,2.7795,3.066,2.7192872389314786,1,1,2
79,2.4093,2.6556,2.9114,2.551237561595768,1,1,2
80,2.2597,2.4303,2.6108,2.3076085272220386,2,0,2
81,2.4638,2.7374,3.0213,2.656454700379809,0,0,0
82,2.6005,2.9086,3.2245,2.9148798727286143,0,1,1
83,2.2345,2.3939,2.5539,2.2736087774793297,1,0,1
84,2.2497,2.4157,2.5866,2.294113021328173,1,0,1
85,2.298,2.4751,2.652,2.359985136694612,1,1,2
86,2.2033,2.3668,2.5407,2.2350240268184485,1,1,2
87,2.152,2.2826,2.4178,2.1670433826700606,0,0,0
88,2.4715,2.7408,3.0241,2.662820909394195,1,1,2
89,2.2375,2.3856,2.5335,2.273959414092637,0,1,1
90,2.6255,2.9763,3.3458,3.036864053873705,1,1,2
91,2.2399,2.3962,2.5611,2.278397100363838,1,0,1
92,2.4022,2.6272,2.8604,2.5246906970371765,1,2,3
93,2.075,2.1657,2.257,2.07559376613771,0,1,1
94,2.108,2.2234,2.342,2.114034874296738,1,0,1
95,2.7973,3.2037,3.6326,3.5276870323089016,1,0,1
96,2.2252,2.3901,2.5616,2.263016866724417,1,0,1
97,2.2218,2.3923,2.5782,2.2594105474477493,1,0,1
98,2.1077,2.2336,2.3649,2.1142713430399547,1,2,3
99,2.3211,2.5138,2.7106,2.39657150071192,1,0,1
100,2.2184,2.3642,2.5132,2.249750260414444,0,1,1
101,2.165,2.3032,2.449,2.1834615615033948,1,0,1
102,2.1989,2.3511,2.5072,2.2275248338415228,1,1,2
103,2.3212,2.5076,2.6966,2.393728081794281,1,1,2
104,2.2972,2.4885,2.6861,2.364471802591852,1,1,2
105,2.6427,2.9664,3.301,3.011552200492411,1,1,2
106,2.3981,2.6187,2.8442,2.5163634344890333,1,3,4
107,2.2697,2.4467,2.6289,2.3232472062265197,0,1,1
108,2.3367,2.5418,2.7521,2.423610053502512,1,0,1
109,2.6739,3.0273,3.4008,3.129676664072247,2,1,3
110,2.4475,2.6971,2.9538,2.6091655394402173,1,0,1
111,2.3847,2.5997,2.82,2.4941161756818246,2,1,3
112,2.6628,2.9988,3.3563,3.0720779862618097,1,1,2
113,2.0995,2.1948,2.288,2.103663992889187,1,1,2
114,2.3856,2.5993,2.8193,2.4942637585336764,0,1,1
115,2.5892,2.9142,3.2529,2.9249007662865223,2,0,2
116,2.3023,2.4947,2.6894,2.372217725496772,1,0,1
117,2.4805,2.7682,3.0731,2.6965483059510604,0,2,2
118,2.6211,2.9516,3.2989,2.9887546668503013,1,2,3
119,2.0511,2.1283,2.2043,2.049378022574661,2,1,3
120,2.6478,2.9899,3.3415,3.0562814827757983,0,0,0
121,2.3684,2.5807,2.7983,2.470337820362972,1,1,2
122,2.5961,2.8891,3.1903,2.88400046370706,1,1,2
