config,dipole_l,dipole_m,dipole_h,muL,donors,acceptors,nHB
1,2.166,2.3005,2.4399,2.184239399140049,1,1,2
2,2.4171,2.6353,2.8609,2.539998886376873,1,1,2
3,2.5505,2.8288,3.1192,2.792646126917083,1,0,1
4,2.5742,2.8572,3.1504,2.8353601968474105,0,1,1
5,2.7233,3.0978,3.483,3.2689232076110217,1,1,2
6,2.2907,2.4564,2.6253,2.345428809709874,1,1,2
7,2.437,2.6614,2.8916,2.572418391674516,1,0,1
8,2.5084,2.8006,3.1118,2.74515853160152,0,0,0
9,2.4684,2.7319,3.0063,2.6526065427584,1,0,1
10,2.5281,2.8303,3.1467,2.789999601815424,0,1,1
11,2.2814,2.4473,2.616,2.333945882000396,0,0,0
12,2.7403,3.109,3.4892,3.285291811275087,0,1,1
13,2.4436,2.6891,2.941,2.599926821460657,0,1,1
14,2.7007,3.0395,3.3973,3.1435081280594988,1,0,1
15,2.7098,3.0557,3.4146,3.17362491658929,0,0,0
16,2.4185,2.664,2.92,2.563500446887961,0,1,1
17,2.4661,2.728,2.9981,2.6479950985846084,0,1,1
18,2.2755,2.4341,2.5917,2.3241640359204454,1,0,1
19,2.3934,2.6023,2.8129,2.5021764584330075,0,0,0
20,2.5199,2.7816,3.0529,2.7265613260707755,1,0,1
21,2.2086,2.3428,2.4752,2.2355202073515827,1,1,2
22,2.5989,2.9224,3.2611,2.938541909688877,1,1,2
23,2.2641,2.4123,2.5619,2.306203422300295,0,1,1
24,2.6128,2.9426,3.2861,2.9730997097468403,0,0,0
25,2.3983,2.6054,2.8103,2.5074555065786592,1,1,2
26,2.35,2.5414,2.7361,2.433601433881486,0,1,1
27,2.5149,2.8271,3.1593,2.782125007510072,2,1,3
28,2.6281,2.9402,3.261,2.966215437809625,0,0,0
29,2.5712,2.8727,3.1911,2.857467676834344,0,0,0
30,2.4006,2.6113,2.8226,2.513277753843563,0,0,0
31,2.4081,2.6353,2.8663,2.5352402672974543,1,0,1
32,2.2192,2.3627,2.5085,2.250206571517223,0,1,1
33,2.4731,2.7165,2.962,2.640530826453232,0,0,0
34,2.2367,2.4122,2.5985,2.280193388393101,0,0,0
35,2.6643,3.0138,3.3738,3.1009808258771403,1,1,2
36,2.3481,2.5215,2.689,2.4213802719790207,2,1,3
37,2.4106,2.6299,2.8556,2.5321680938353786,1,0,1
38,2.3986,2.6165,2.8406,2.514847712962588,1,0,1
39,2.587,2.8795,3.1771,2.8691440456107262,1,1,2
40,2.4845,2.7615,3.0478,2.691468033602947,1,0,1
41,2.2721,2.4553,2.6448,2.328602487657572,0,0,0
42,2.5992,2.9214,3.2575,2.936719588991393,0,1,1
43,2.4644,2.7555,3.0639,2.67550693216668,1,1,2
44,2.1172,2.2361,2.3636,2.124778330651194,1,1,2
45,2.349,2.5557,2.7698,2.440540544581331,2,0,2
46,2.7609,3.1578,3.5835,3.4255858310332656,0,1,1
47,2.3393,2.5362,2.7353,2.422910738840816,1,1,2
48,2.4565,2.7094,2.9751,2.6243371743487445,0,1,1
49,2.5974,2.9145,3.2472,2.9250276582983656,0,0,0
50,2.414,2.6619,2.9244,2.5584019422804536,1,1,2
51,2.406,2.6558,2.9181,2.5488968880814675,1,0,1
52,2.2496,2.3986,2.547,2.2889991387507704,0,1,1
53,2.3477,2.5441,2.7467,2.432995458899593,0,0,0
54,2.4644,2.7161,2.9802,2.634635803041532,1,1,2
55,2.6439,2.964,3.2949,3.0067592936930523,0,1,1
56,2.5057,2.7771,3.0555,2.717160047463146,0,1,1
57,2.1971,2.3468,2.5041,2.2244109186936254,0,0,0
58,2.4614,2.7348,3.0224,2.652035266451518,1,0,1
59,2.0719,2.1688,2.2719,2.072122938812667,0,1,1
60,2.2496,2.4303,2.6226,2.2982084818238944,1,0,1
61,2.6089,2.9088,3.2204,2.914998865592495,0,0,0
62,2.1848,2.3196,2.4546,2.207075442678029,1,0,1
63,2.5328,2.8112,3.0958,2.7665018014855423,2,0,2
64,2.4701,2.7293,2.9996,2.6506402918271776,1,1,2
65,2.6363,2.9654,3.309,3.011584612374861,0,1,1
66,2.4132,2.6366,2.8646,2.5391687465525745,0,1,1
67,2.363,2.5665,2.7715,2.458169589121918,2,0,2
68,2.3403,2.533,2.7273,2.4219779533509094,1,1,2
69,2.2734,2.4467,2.6251,2.326504845946702,0,0,0
70,2.372,2.5848,2.8006,2.475894304039257,0,1,1
71,2.3401,2.5527,2.7731,2.4320565226246877,0,1,1
72,2.3581,2.5662,2.7906,2.4520482478037047,0,1,1
73,2.7277,3.0891,3.4682,3.246302916710884,1,1,2
74,2.3822,2.591,2.8031,2.4868623798942213,1,0,1
75,2.2601,2.4291,2.6018,2.3083303900104006,1,0,1
76,2.5536,2.8325,3.1209,2.79836512786198,1,1,2
77,2.5385,2.8149,3.1004,2.772274803698464,1,0,1
78,2.3703,2.61,2.8606,2.490662630664573,1,0,1
79,2.614,2.9304,3.2596,2.9510035845966134,2,0,2
80,2.4749,2.7398,3.0146,2.6638067259184983,2,1,3
81,2.7129,3.085,3.4768,3.248184728513938,1,0,1
82,2.2147,2.3548,2.4988,2.243746972073042,1,0,1
83,2.3525,2.5631,2.7773,2.4482015069006464,0,0,0
84,2.1093,2.2163,2.3263,2.115020538604204,0,1,1
85,2.4371,2.6772,2.9254,2.5856051570653302,2,0,2
86,2.425,2.6414,2.8625,2.5497652732830938,0,1,1
87,2.2754,2.4777,2.6977,2.339184136789841,1,1,2
88,2.4276,2.6432,2.8591,2.5533791617210877,0,1,1
89,2.2174,2.3767,2.5436,2.251668652053038,1,0,1
90,2.3289,2.529,2.7356,2.4103117629516104,0,0,0
91,2.3627,2.5612,2.7611,2.454710010319053,0,1,1
92,2.34,2.5615,2.7936,2.436754964118553,0,1,1
93,2.7731,3.1292,3.509,3.319434614637675,1,1,2
94,2.3813,2.5978,2.8212,2.490281336018392,1,1,2
95,2.4105,2.6146,2.8139,2.521154918561472,0,0,0
96,2.3144,2.5168,2.7305,2.391636580599068,0,1,1
97,2.5011,2.7603,3.0248,2.696748415296629,1,0,1
98,2.457,2.7268,3.012,2.6415135900068143,0,1,1
99,2.3083,2.474,2.6435,2.367329095677554,1,1,2
100,2.4903,2.7642,3.0511,2.696169138395589,1,1,2
101,2.2182,2.3802,2.5526,2.25309489875988,1,1,2
102,2.374,2.5832,2.7984,2.4757086004079376,1,1,2
103,2.4966,2.7572,3.023,2.6917294959752334,1,1,2
104,2.3643,2.5499,2.7387,2.448763379436328,1,1,2
105,2.2793,2.4759,2.681,2.343183706382637,2,1,3
106,2.1253,2.2448,2.3693,2.134391222254944,0,0,0
107,2.2704,2.4369,2.6067,2.320361598924888,0,1,1
108,2.3258,2.5255,2.7316,2.406029966710678,0,1,1
109,2.283,2.4687,2.6605,2.343661517666359,1,0,1
110,2.2847,2.5065,2.7458,2.360469927735992,0,0,0
111,2.5787,2.882,3.1978,2.8723282592323,1,0,1
112,2.6938,3.0324,3.3846,3.1293321028432346,0,0,0
113,2.4308,2.6557,2.8854,2.564480353517554,1,1,2
114,2.4374,2.679,2.9266,2.587698168031086,1,0,1
115,2.5724,2.9101,3.2617,2.918579218333406,0,1,1
116,2.4388,2.6973,2.9718,2.6034458465290924,1,0,1
117,2.3516,2.5712,2.7999,2.451637837247475,0,1,1
118,2.3242,2.5076,2.6953,2.395814344534428,0,1,1
119,2.2581,2.4386,2.6295,2.309122216610327,1,1,2
120,2.4437,2.696,2.9596,2.6055311638633074,1,1,2
121,2.362,2.5666,2.7765,2.456897971236635,1,1,2
122,2.4814,2.7434,3.023,2.669167590729525,0,0,0
123,2.3132,2.4975,2.6832,2.382568822250302,0,1,1
124,2.4032,2.6436,2.8942,2.537675021690459,0,1,1
125,2.6288,2.9623,3.3096,3.0072345777471075,0,1,1
126,2.4799,2.7379,3.001,2.6645931517917725,1,0,1
127,2.2305,2.3883,2.5532,2.267454077098128,1,0,1
128,2.4499,2.6944,2.944,2.608181570200979,2,1,3
129,2.4228,2.6467,2.8726,2.553155673671281,0,1,1
130,2.4354,2.6732,2.9209,2.5809056481136547,0,0,0
131,2.4002,2.6408,2.8913,2.533653275363814,1,1,2
132,2.6299,2.956,3.2952,2.994948448851132,1,1,2
133,2.4276,2.6891,2.9605,2.590892288476078,1,1,2
134,2.4436,2.686,2.9382,2.596560953832136,1,1,2
135,2.0879,2.1847,2.2858,2.090191490475785,0,0,0
136,2.4818,2.7562,3.0366,2.6849571208101355,0,0,0
137,2.5481,2.8278,3.1155,2.7912030600019904,1,0,1
138,2.4008,2.6603,2.9455,2.5471406475697638,1,1,2
139,2.4463,2.7069,2.9785,2.617240766303716,1,1,2
140,2.4441,2.6844,2.9304,2.596052763610753,0,0,0
141,2.389,2.5968,2.8082,2.495219029548336,0,1,1
142,2.3074,2.5005,2.6993,2.378680371403848,1,1,2
143,2.3837,2.6238,2.8748,2.5098276194722944,0,0,0
144,2.5764,2.8586,3.1451,2.83789851221063,0,0,0
145,2.1668,2.3048,2.4444,2.1860117411333526,0,1,1
146,2.5195,2.8091,3.1124,2.759703032306644,0,0,0
147,2.4475,2.6804,2.9162,2.59469498655156,0,0,0
148,2.4799,2.754,3.0421,2.680614427865721,1,0,1
149,2.6036,2.8815,3.1632,2.8729713144378293,0,1,1
150,2.5771,2.8844,3.2037,2.875997497899664,1,1,2
151,2.4331,2.6607,2.8894,2.570489827633497,0,0,0
152,2.2714,2.4551,2.6528,2.3268484352817698,1,1,2
153,2.7701,3.1532,3.5536,3.387881278187902,2,1,3
154,2.4237,2.6623,2.9161,2.5642371914748567,0,1,1
155,2.5842,2.8705,3.169,2.855395432628338,0,0,0
156,2.4889,2.7561,3.0349,2.686765822468875,1,1,2
157,2.8992,3.3104,3.7422,3.760474387000955,0,0,0
158,2.5922,2.9161,3.2581,2.928145626692071,2,0,2
159,2.3708,2.5787,2.792,2.4706863972059048,0,1,1
160,2.4649,2.7527,3.0518,2.673469983697528,0,0,0
161,2.4216,2.6613,2.9135,2.562659414462704,2,1,3
162,2.4671,2.7086,2.9513,2.6303452957099176,0,1,1
163,2.5131,2.7902,3.0791,2.7344673316204884,1,1,2
164,2.6727,3.0239,3.3893,3.1206649547490963,1,1,2
165,2.6327,2.9316,3.2404,2.9509816001885047,0,1,1
166,2.2573,2.4309,2.61,2.306232172670754,0,1,1
167,2.4011,2.6322,2.8737,2.527434095771653,0,1,1
168,2.6361,2.9648,3.3056,3.010167286999231,0,0,0
169,2.0876,2.1834,2.2828,2.089835059032826,0,1,1
170,2.3089,2.4808,2.6608,2.3702649180888407,0,0,0
171,2.4677,2.7467,3.044,2.666930470285003,0,1,1
172,2.5203,2.8055,3.099,2.7558888156599584,1,0,1
173,2.2013,2.3885,2.5949,2.237607165905908,1,1,2
174,2.4268,2.6629,2.9115,2.5669470619614634,1,1,2
